ID,優先度,企業名,区分,業種,都道府県,主要エリア,掲載件数,拠点数,通年採用,初回掲載,最終掲載,掲載期間日数,推定月額出稿,スコア,法人格,問い合わせ先検索,求人サンプル,HP_URL,フォームURL,ステータス,送信日,返信,メモ
IND-0001,S,株式会社パック・エックス,地方企業,アミューズメント,岐阜県/山口県/新潟県,大垣市美濃青柳/大垣市大外羽/池田町美濃本郷,16,16,要確認,2026-07-28,2026-08-05,8,30万円〜,382,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%91%E3%83%83%E3%82%AF%E3%83%BB%E3%82%A8%E3%83%83%E3%82%AF%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aad9wkzjf6wg,,,未着手,,,
IND-0002,S,株式会社とらいろ,地方企業,警備,愛媛県,上浮穴郡/喜多郡/松山市,8,8,○,2026-03-06,2026-06-21,107,30万円〜,215,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%81%A8%E3%82%89%E3%81%84%E3%82%8D%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa4698qqvk8v,,,未着手,,,
IND-0003,A,株式会社デリバリー九州,地方企業,飲食,熊本県,菊陽町光の森/熊本市安政町/熊本市南区,3,3,○,2026-02-18,2026-07-09,141,10万円前後,107,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%87%E3%83%AA%E3%83%90%E3%83%AA%E3%83%BC%E4%B9%9D%E5%B7%9E%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aab4cc4srlnt,,,未着手,,,
IND-0004,A,株式会社KISSUI GROUP,地方企業,飲食,熊本県/岩手県,熊本市下通/熊本市西区春日/盛岡市大通,3,3,△,2026-04-14,2026-05-19,35,10万円前後,101,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEKISSUI%20GROUP%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aakwtcvmkwz6,,,未着手,,,
IND-0005,A,株式会社K-plusサービス,地方企業,建設,秋田県/宮崎県,男鹿市船越/高原町大字広原/宮崎市,4,3,要確認,2026-07-15,2026-07-24,9,10万円前後,94,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEK-plus%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aakd6v8xbwzs,,,未着手,,,
IND-0006,A,株式会社ヴァティー,地方企業,介護,栃木県,高根沢町宝積寺/上三川町しらさぎ/さくら市氏家,3,3,要確認,2026-06-30,2026-07-18,18,10万円前後,83,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%B4%E3%82%A1%E3%83%86%E3%82%A3%E3%83%BC%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aajhxplsy4g8,,,未着手,,,
IND-0007,A,シモハナ物流株式会社,地方企業,運送,岡山県,倉敷市下庄,4,1,要確認,2026-08-04,2026-08-04,0,10万円前後,76,,https://www.google.com/search?q=%22%E3%82%B7%E3%83%A2%E3%83%8F%E3%83%8A%E7%89%A9%E6%B5%81%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aamymnkwrfjb,,,未着手,,,
IND-0008,A,サンキューカット,地方企業,美容,宮崎県,宮崎市大島町/宮崎市大塚町/小林市大字堤,4,4,要確認,2026-02-26,2026-02-26,0,10〜30万円,72,要確認,https://www.google.com/search?q=%22%E3%82%B5%E3%83%B3%E3%82%AD%E3%83%A5%E3%83%BC%E3%82%AB%E3%83%83%E3%83%88%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aalcpp6dwm7l,,,未着手,,,
IND-0009,A,株式会社オーシャンシステム,地方企業,小売,福島県,郡山市八山田/福島市笹谷,2,2,○,2026-03-29,2026-06-28,91,10万円未満の可能性,71,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%AA%E3%83%BC%E3%82%B7%E3%83%A3%E3%83%B3%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aapg2yl2zln8,,,未着手,,,
IND-0010,B,株式会社ホスピタリティオペレーションズ,地方企業,ホテル,石川県/和歌山県,金沢市堀川新町/和歌山市南汀丁,2,2,△,2026-03-12,2026-05-28,77,10万円未満の可能性,66,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%9B%E3%82%B9%E3%83%94%E3%82%BF%E3%83%AA%E3%83%86%E3%82%A3%E3%82%AA%E3%83%9A%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaj4ymyqn4b9,,,未着手,,,
IND-0011,B,株式会社悠遊社,地方企業,介護,香川県,高松市鹿角町/高松市高松町/高松市上林町,3,3,△,2026-03-12,2026-04-15,34,10万円前後,65,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%82%A0%E9%81%8A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aablfh8mdyh7,,,未着手,,,
IND-0012,B,株式会社ウィナーズ,地方企業,飲食,熊本県,熊本市新市街/熊本市下通,2,2,要確認,2026-07-15,2026-07-15,0,10万円未満の可能性,61,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A6%E3%82%A3%E3%83%8A%E3%83%BC%E3%82%BA%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa6yws28vz9d,,,未着手,,,
IND-0013,B,株式会社ぐっとくるダイニング,地方企業,飲食,愛知県,名古屋市桜山町/名古屋市錦,2,2,要確認,2026-07-16,2026-07-16,0,10万円未満の可能性,61,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%81%90%E3%81%A3%E3%81%A8%E3%81%8F%E3%82%8B%E3%83%80%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aajxmk44hnnp,,,未着手,,,
IND-0014,B,株式会社大木家,地方企業,アミューズメント,岐阜県,恵那市大井町/本巣市宗慶,2,2,△,2026-06-25,2026-07-27,32,10万円未満の可能性,61,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%A4%A7%E6%9C%A8%E5%AE%B6%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa28tf2zhz84,,,未着手,,,
IND-0015,B,社会福祉法人敬友会,地方企業,介護,岡山県,岡山市東畦/岡山市藤田,2,2,要確認,2026-06-29,2026-07-24,25,10万円未満の可能性,61,,https://www.google.com/search?q=%22%E7%A4%BE%E4%BC%9A%E7%A6%8F%E7%A5%89%E6%B3%95%E4%BA%BA%E6%95%AC%E5%8F%8B%E4%BC%9A%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aavpys7v76yr,,,未着手,,,
IND-0016,B,株式会社大宇総業,地方企業,アミューズメント,北海道,釧路市入江町/釧路市新富町,2,2,要確認,2026-08-05,2026-08-05,0,10万円未満の可能性,61,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%A4%A7%E5%AE%87%E7%B7%8F%E6%A5%AD%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aash2mnwp9dz,,,未着手,,,
IND-0017,B,株式会社成通・ソフトシステムズ,地方企業,アミューズメント,山口県,美祢市大嶺町東分/山口市深溝,2,2,要確認,2026-07-23,2026-07-23,0,10万円未満の可能性,61,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%88%90%E9%80%9A%E3%83%BB%E3%82%BD%E3%83%95%E3%83%88%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%82%BA%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aamjfn9mhslv,,,未着手,,,
IND-0018,B,株式会社TwelveDining,地方企業,飲食,岩手県,奥州市水沢/盛岡市盛岡駅,2,2,△,2026-06-24,2026-07-28,34,10万円未満の可能性,61,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BETwelveDining%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aal89zxp4zt8,,,未着手,,,
IND-0019,B,GENSEN HOLDINGS株式会社,地方企業,ホテル,和歌山県,那智勝浦町/串本町,4,2,要確認,2026-02-28,2026-02-28,0,10万円前後,56,,https://www.google.com/search?q=%22GENSEN%20HOLDINGS%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaq7fg7y8zdr,,,未着手,,,
IND-0020,B,株式会社LINK JAPAN,地方企業,自動車,島根県,松江市東津田町,3,1,要確認,2026-07-29,2026-07-29,0,10万円未満の可能性,53,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BELINK%20JAPAN%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aahxcmq8f9q9,,,未着手,,,
IND-0021,B,株式会社さくら介護サービス,地方企業,介護,新潟県,長岡市,2,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,52,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%81%95%E3%81%8F%E3%82%89%E4%BB%8B%E8%AD%B7%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aax7dxjl42vh,,,未着手,,,
IND-0022,B,勢濃工業株式会社,地方企業,運送,三重県,桑名市多度町御衣野,2,1,△,2026-04-07,2026-05-27,50,10万円未満の可能性,52,,https://www.google.com/search?q=%22%E5%8B%A2%E6%BF%83%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaxy2ttjkwfp,,,未着手,,,
IND-0023,B,株式会社永井運送,地方企業,運送,熊本県,宇城市松橋町曲野,2,1,要確認,2026-07-22,2026-07-24,2,10万円未満の可能性,52,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%B0%B8%E4%BA%95%E9%81%8B%E9%80%81%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa2xq2jsggbk,,,未着手,,,
IND-0024,B,株式会社ドラ侍,地方企業,運送,熊本県,宇土市松山町,2,1,要確認,2026-07-06,2026-07-06,0,10万円未満の可能性,52,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%89%E3%83%A9%E4%BE%8D%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aatzqscg9vwm,,,未着手,,,
IND-0025,B,株式会社ダイニング,地方企業,飲食,富山県,富山市桜町,2,1,要確認,2026-08-03,2026-08-03,0,10万円未満の可能性,52,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%80%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aayz2djrhfhq,,,未着手,,,
IND-0026,B,株式会社第一滝本館,地方企業,ホテル,北海道,登別市登別温泉町/登別市富浦,2,2,要確認,2026-07-30,2026-08-03,4,10万円未満の可能性,51,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E7%AC%AC%E4%B8%80%E6%BB%9D%E6%9C%AC%E9%A4%A8%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaycsn2qv4xz,,,未着手,,,
IND-0027,B,株式会社ロイヤルオートサービス,地方企業,自動車,長野県,松本市渚/茅野市中沖,2,2,要確認,2026-08-02,2026-08-02,0,10万円未満の可能性,51,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%AD%E3%82%A4%E3%83%A4%E3%83%AB%E3%82%AA%E3%83%BC%E3%83%88%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa44xbkqvbbp,,,未着手,,,
IND-0028,B,株式会社エムエフノースジャパン,地方企業,小売,青森県,青森市/弘前市,2,2,要確認,2026-07-06,2026-07-16,10,10万円未満の可能性,51,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A8%E3%83%A0%E3%82%A8%E3%83%95%E3%83%8E%E3%83%BC%E3%82%B9%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaxknkms89sx,,,未着手,,,
IND-0029,B,グラントマト株式会社,地方企業,小売,福島県,田村市船引町/白河市東小丸山,2,2,要確認,2026-07-22,2026-07-24,2,10万円未満の可能性,51,,https://www.google.com/search?q=%22%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%88%E3%83%9E%E3%83%88%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aakvb7yndkpx,,,未着手,,,
IND-0030,B,社会福祉法人湘南学園,地方企業,保育,滋賀県,大津市平津,4,1,△,2026-01-27,2026-03-05,37,10万円前後,48,,https://www.google.com/search?q=%22%E7%A4%BE%E4%BC%9A%E7%A6%8F%E7%A5%89%E6%B3%95%E4%BA%BA%E6%B9%98%E5%8D%97%E5%AD%A6%E5%9C%92%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaddtr6yt2hy,,,未着手,,,
IND-0031,C,株式会社ネクステージ,全国大手,自動車,大分県/福岡県/和歌山県,大分市南鶴崎/筑後市大字前津/新宮町緑ケ浜,7,7,要確認,2026-07-24,2026-08-03,10,30万円〜,156,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8D%E3%82%AF%E3%82%B9%E3%83%86%E3%83%BC%E3%82%B8%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aagt6ccqnxsk,,,未着手,,,
IND-0032,C,チムニー株式会社,全国大手,飲食,熊本県/北海道/鹿児島県,熊本市東町/札幌市南三条西/霧島市国分中央,7,3,要確認,2026-07-16,2026-07-29,13,10〜30万円,149,,https://www.google.com/search?q=%22%E3%83%81%E3%83%A0%E3%83%8B%E3%83%BC%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa6hhs77v6xl,,,未着手,,,
IND-0033,C,株式会社トライアルカンパニー,全国大手,小売,熊本県/福島県/鳥取県,山鹿市山鹿/南相馬市/郡山市,4,4,○,2025-09-01,2026-01-25,146,10〜30万円,107,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%88%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%B3%E3%83%91%E3%83%8B%E3%83%BC%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa4rv47xzwf6,,,未着手,,,
IND-0034,C,株式会社コスモス薬品,全国大手,小売,広島県,世羅町/福山市駅家町/東広島市西条中央,5,4,要確認,2026-07-06,2026-07-06,0,10〜30万円,97,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B3%E3%82%B9%E3%83%A2%E3%82%B9%E8%96%AC%E5%93%81%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aat6nx6xnbl8,,,未着手,,,
IND-0035,C,イオン九州株式会社,全国大手,小売,長崎県,長崎市田中町/長崎市千歳町/佐世保市大塔町,5,4,△,2026-02-27,2026-05-11,73,10〜30万円,97,,https://www.google.com/search?q=%22%E3%82%A4%E3%82%AA%E3%83%B3%E4%B9%9D%E5%B7%9E%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aanc8tlqrggl,,,未着手,,,
IND-0036,C,株式会社ゴルフパートナー,全国大手,小売,青森県/福島県,おいらせ町菜飯/福島市南矢野目,2,2,○,2026-03-06,2026-07-30,146,10万円未満の可能性,86,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B4%E3%83%AB%E3%83%95%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aasg8kxny2f7,,,未着手,,,
IND-0037,C,株式会社ハクブン,全国大手,美容,岡山県/長野県,岡山市北区小山/茅野市米沢,3,2,要確認,2026-07-31,2026-07-31,0,10万円前後,76,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8F%E3%82%AF%E3%83%96%E3%83%B3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaknrwkqt2rp,,,未着手,,,
IND-0038,C,コスモ石油販売株式会社,全国大手,自動車,長野県/茨城県,佐久市岩村田/つくば市研究学園,2,2,要確認,2026-06-28,2026-06-28,0,10万円未満の可能性,66,,https://www.google.com/search?q=%22%E3%82%B3%E3%82%B9%E3%83%A2%E7%9F%B3%E6%B2%B9%E8%B2%A9%E5%A3%B2%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aarln4kcbmk9,,,未着手,,,
IND-0039,C,ユースタイルラボラトリー株式会社,全国大手,介護,新潟県,新潟市新津/新潟市新潟駅,2,2,△,2026-03-26,2026-05-26,61,10万円未満の可能性,61,,https://www.google.com/search?q=%22%E3%83%A6%E3%83%BC%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB%E3%83%A9%E3%83%9C%E3%83%A9%E3%83%88%E3%83%AA%E3%83%BC%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa4frhln8wrm,,,未着手,,,
IND-0040,C,株式会社さすがや,地方企業,小売,青森県,十和田市,2,1,要確認,2026-07-01,2026-07-01,0,10万円未満の可能性,43,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%81%95%E3%81%99%E3%81%8C%E3%82%84%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aac4rygysr7s,,,未着手,,,
IND-0041,C,株式会社SHRホテルズ,地方企業,ホテル,石川県,金沢市尾山町,2,1,要確認,2026-08-03,2026-08-03,0,10万円未満の可能性,43,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BESHR%E3%83%9B%E3%83%86%E3%83%AB%E3%82%BA%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaw6rrrqpglk,,,未着手,,,
IND-0042,C,石黒建設株式会社,地方企業,建設,富山県,富山市大手町,2,1,要確認,2026-08-02,2026-08-02,0,10万円未満の可能性,43,,https://www.google.com/search?q=%22%E7%9F%B3%E9%BB%92%E5%BB%BA%E8%A8%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aamtnmvk6hsz,,,未着手,,,
IND-0043,C,株式会社正栄プロジェクト,地方企業,アミューズメント,北海道,千歳市栄町/釧路市星が浦大通,2,2,要確認,2026-02-26,2026-02-26,0,10万円未満の可能性,43,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%AD%A3%E6%A0%84%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%83%88%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aah7gwxyhvfv,,,未着手,,,
IND-0044,C,株式会社あみはま薬局,地方企業,小売,鳥取県,鳥取市古海,2,1,要確認,2026-07-25,2026-07-31,6,10万円未満の可能性,43,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%81%82%E3%81%BF%E3%81%AF%E3%81%BE%E8%96%AC%E5%B1%80%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aarrn84lfcmh,,,未着手,,,
IND-0045,C,株式会社新地建設工業,地方企業,建設,宮崎県,都城市,2,1,要確認,2026-07-23,2026-07-23,0,10万円未満の可能性,43,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%96%B0%E5%9C%B0%E5%BB%BA%E8%A8%AD%E5%B7%A5%E6%A5%AD%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa8jhbqmt7pj,,,未着手,,,
IND-0046,C,ながおか医療生活協同組合,地方企業,介護,新潟県,長岡市蔵王,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E3%81%AA%E3%81%8C%E3%81%8A%E3%81%8B%E5%8C%BB%E7%99%82%E7%94%9F%E6%B4%BB%E5%8D%94%E5%90%8C%E7%B5%84%E5%90%88%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa2wl7qyv9c9,,,未着手,,,
IND-0047,C,社会福祉法人河渡の郷福祉会,地方企業,介護,新潟県,新潟市,1,1,要確認,2026-07-13,2026-07-13,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E7%A4%BE%E4%BC%9A%E7%A6%8F%E7%A5%89%E6%B3%95%E4%BA%BA%E6%B2%B3%E6%B8%A1%E3%81%AE%E9%83%B7%E7%A6%8F%E7%A5%89%E4%BC%9A%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aadkftlnpwdv,,,未着手,,,
IND-0048,C,株式会社アトラクションホールディングス,地方企業,介護,新潟県,新潟市東区,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A2%E3%83%88%E3%83%A9%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aanr27m7pw2g,,,未着手,,,
IND-0049,C,株式会社フジタコーポレーション,地方企業,飲食,北海道,札幌市平岡,1,1,要確認,2026-06-08,2026-06-08,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%95%E3%82%B8%E3%82%BF%E3%82%B3%E3%83%BC%E3%83%9D%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa4rctkqkgwf,,,未着手,,,
IND-0050,C,株式会社JKプロジェクト,地方企業,飲食,北海道,岩見沢市五条西,1,1,要確認,2026-07-12,2026-07-12,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEJK%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%83%88%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaflm4zdsfks,,,未着手,,,
IND-0051,C,株式会社エリオクリエイト,地方企業,飲食,北海道,札幌市すすきの,1,1,要確認,2026-08-03,2026-08-03,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A8%E3%83%AA%E3%82%AA%E3%82%AF%E3%83%AA%E3%82%A8%E3%82%A4%E3%83%88%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aakpk78ct2qr,,,未着手,,,
IND-0052,C,株式会社TRUNK,地方企業,飲食,北海道,札幌市大通,1,1,要確認,2026-08-06,2026-08-06,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BETRUNK%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa98q42s49qz,,,未着手,,,
IND-0053,C,仲野商店株式会社,地方企業,飲食,愛知県,名古屋市栄,1,1,要確認,2026-07-28,2026-07-28,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E4%BB%B2%E9%87%8E%E5%95%86%E5%BA%97%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aavrxkw6nf7v,,,未着手,,,
