ID,優先度,企業名,区分,業種,都道府県,主要エリア,掲載件数,拠点数,通年採用,初回掲載,最終掲載,掲載期間日数,推定月額出稿,スコア,法人格,問い合わせ先検索,求人サンプル,HP_URL,フォームURL,ステータス,送信日,返信,メモ
IND-0054,C,株式会社Act Community,地方企業,飲食,愛知県,日進市赤池,1,1,要確認,2026-08-06,2026-08-06,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEAct%20Community%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aajlshpf4qmb,,,未着手,,,
IND-0055,C,株式会社バルス,地方企業,飲食,愛知県,名古屋市,1,1,要確認,2026-08-06,2026-08-06,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%90%E3%83%AB%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa8v4sjnkcpy,,,未着手,,,
IND-0056,C,宝エステートサービス株式会社,地方企業,飲食,愛知県,名古屋市前浜通,1,1,要確認,2026-07-28,2026-07-28,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E5%AE%9D%E3%82%A8%E3%82%B9%E3%83%86%E3%83%BC%E3%83%88%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aakrnzv2n8fm,,,未着手,,,
IND-0057,C,有限会社どてや,地方企業,飲食,愛知県,刈谷市相生町,1,1,要確認,2026-06-09,2026-06-09,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E3%81%A9%E3%81%A6%E3%82%84%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aavdnfkj9vxf,,,未着手,,,
IND-0058,C,株式会社DREAMS FOOD COMPANY,地方企業,飲食,愛知県,名古屋市久屋大通,1,1,要確認,2026-08-02,2026-08-02,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEDREAMS%20FOOD%20COMPANY%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaj7cxjzpdk7,,,未着手,,,
IND-0059,C,株式会社yuzu,地方企業,飲食,愛知県,名古屋市泉,1,1,要確認,2026-06-11,2026-06-11,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEyuzu%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aap8vslzvfjg,,,未着手,,,
IND-0060,C,医療法人福岡桜十字,地方企業,介護,福岡県,福岡市渡辺通,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E5%8C%BB%E7%99%82%E6%B3%95%E4%BA%BA%E7%A6%8F%E5%B2%A1%E6%A1%9C%E5%8D%81%E5%AD%97%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aapbcs6n4kjw,,,未着手,,,
IND-0061,C,株式会社シャイニングライフ,地方企業,介護,福岡県,大牟田市片平町,1,1,要確認,2026-07-30,2026-07-30,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%A4%E3%83%95%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aagxnwv24t9v,,,未着手,,,
IND-0062,C,株式会社シナジー,地方企業,運送,群馬県,太田市西新町,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B7%E3%83%8A%E3%82%B8%E3%83%BC%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aakp2gj89wdn,,,未着手,,,
IND-0063,C,株式会社北関東商事,地方企業,運送,群馬県,伊勢崎市田中島町,1,1,要確認,2026-07-28,2026-07-28,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%8C%97%E9%96%A2%E6%9D%B1%E5%95%86%E4%BA%8B%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aasv66fs2qzs,,,未着手,,,
IND-0064,C,諏訪梱包運輸株式会社,地方企業,運送,群馬県,前橋市飯土井町,1,1,要確認,2026-07-08,2026-07-08,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E8%AB%8F%E8%A8%AA%E6%A2%B1%E5%8C%85%E9%81%8B%E8%BC%B8%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aabvdq2vwmlw,,,未着手,,,
IND-0065,C,株式会社東昇,地方企業,運送,群馬県,伊勢崎市波志江町,1,1,要確認,2026-08-05,2026-08-05,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%9D%B1%E6%98%87%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aadjdvq7m9j9,,,未着手,,,
IND-0066,C,啓和運輸グループ,地方企業,運送,群馬県,伊勢崎市柴町,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,要確認,https://www.google.com/search?q=%22%E5%95%93%E5%92%8C%E9%81%8B%E8%BC%B8%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aad2w7vsxnz6,,,未着手,,,
IND-0067,C,リアルパートナーズ株式会社,地方企業,運送,群馬県,太田市矢場町,1,1,要確認,2026-08-03,2026-08-03,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E3%83%AA%E3%82%A2%E3%83%AB%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC%E3%82%BA%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa6lwdp4vvk9,,,未着手,,,
IND-0068,C,東邦興産株式会社,地方企業,運送,群馬県,前橋市粕川町中,1,1,要確認,2026-05-21,2026-05-21,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%9D%B1%E9%82%A6%E8%88%88%E7%94%A3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aadx7lf4lrqc,,,未着手,,,
IND-0069,C,株式会社喜久家,地方企業,アミューズメント,岐阜県,岐阜市菅生,1,1,要確認,2026-07-02,2026-07-02,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%96%9C%E4%B9%85%E5%AE%B6%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aakmh7xwvmrv,,,未着手,,,
IND-0070,C,株式会社1番DH,地方企業,飲食,鹿児島県,鹿児島市中央町,1,1,要確認,2026-06-30,2026-06-30,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE1%E7%95%AADH%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aatnxtf89hw7,,,未着手,,,
IND-0071,C,株式会社メゾネット,地方企業,介護,岡山県,和気町日室,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%A1%E3%82%BE%E3%83%8D%E3%83%83%E3%83%88%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aak64s6p8zzr,,,未着手,,,
IND-0072,C,株式会社ライフクリエイト,地方企業,介護,岡山県,岡山市撫川,1,1,要確認,2026-05-31,2026-05-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%A9%E3%82%A4%E3%83%95%E3%82%AF%E3%83%AA%E3%82%A8%E3%82%A4%E3%83%88%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aavnkyjnd6j6,,,未着手,,,
IND-0073,C,グループホームコスモス,地方企業,介護,岡山県,岡山市北長瀬,1,1,要確認,2026-07-24,2026-07-24,0,10万円未満の可能性,40,要確認,https://www.google.com/search?q=%22%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%E3%83%9B%E3%83%BC%E3%83%A0%E3%82%B3%E3%82%B9%E3%83%A2%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aay68x2mkjk9,,,未着手,,,
IND-0074,C,東伸運輸株式会社,地方企業,運送,岡山県,高梁市玉川町玉,1,1,要確認,2026-07-30,2026-07-30,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%9D%B1%E4%BC%B8%E9%81%8B%E8%BC%B8%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aadf6wynjdrj,,,未着手,,,
IND-0075,C,株式会社リオン,地方企業,運送,岡山県,岡山市倉富,1,1,要確認,2026-07-02,2026-07-02,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%AA%E3%82%AA%E3%83%B3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aalkp82qnym6,,,未着手,,,
IND-0076,C,株式会社一六商事ホールディングス,地方企業,アミューズメント,北海道,倶知安町,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E4%B8%80%E5%85%AD%E5%95%86%E4%BA%8B%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa6lx6d9p4x4,,,未着手,,,
IND-0077,C,株式会社くじら,地方企業,アミューズメント,北海道,室蘭市中島町,1,1,要確認,2026-05-18,2026-05-18,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%81%8F%E3%81%98%E3%82%89%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aax8nnnyqy7b,,,未着手,,,
IND-0078,C,魚太郎くん,地方企業,飲食,沖縄県,糸満市,1,1,要確認,2026-06-19,2026-06-19,0,10万円未満の可能性,40,要確認,https://www.google.com/search?q=%22%E9%AD%9A%E5%A4%AA%E9%83%8E%E3%81%8F%E3%82%93%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aavpf8rl8nj7,,,未着手,,,
IND-0079,C,THE POST CHATAN,地方企業,飲食,沖縄県,浦添市,1,1,要確認,2026-07-01,2026-07-01,0,10万円未満の可能性,40,要確認,https://www.google.com/search?q=%22THE%20POST%20CHATAN%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aartqzswvt79,,,未着手,,,
IND-0080,C,株式会社JWソリューション,地方企業,飲食,沖縄県,沖縄市美原,1,1,要確認,2026-07-15,2026-07-15,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEJW%E3%82%BD%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aal8jy2z2cpg,,,未着手,,,
IND-0081,C,株式会社牛かつもと村,全国大手,飲食,沖縄県,那覇市牧志,1,1,要確認,2026-08-01,2026-08-01,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E7%89%9B%E3%81%8B%E3%81%A4%E3%82%82%E3%81%A8%E6%9D%91%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aafdr87xtqlf,,,未着手,,,
IND-0082,C,社会福祉法人関記念栃の木会,地方企業,介護,栃木県,壬生町,1,1,要確認,2026-08-04,2026-08-04,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E7%A4%BE%E4%BC%9A%E7%A6%8F%E7%A5%89%E6%B3%95%E4%BA%BA%E9%96%A2%E8%A8%98%E5%BF%B5%E6%A0%83%E3%81%AE%E6%9C%A8%E4%BC%9A%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aag4zwdhndy6,,,未着手,,,
IND-0083,C,TBCシルバーサービス株式会社,地方企業,介護,栃木県,佐野市堀米町,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22TBC%E3%82%B7%E3%83%AB%E3%83%90%E3%83%BC%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aawhcgywh7pr,,,未着手,,,
IND-0084,C,社会福祉法人太陽会,地方企業,介護,栃木県,栃木市平井町,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E7%A4%BE%E4%BC%9A%E7%A6%8F%E7%A5%89%E6%B3%95%E4%BA%BA%E5%A4%AA%E9%99%BD%E4%BC%9A%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aan2944vz9bd,,,未着手,,,
IND-0085,C,株式会社サンウェルズ,全国大手,介護,栃木県,宇都宮市細谷町,1,1,要確認,2026-07-01,2026-07-01,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B5%E3%83%B3%E3%82%A6%E3%82%A7%E3%83%AB%E3%82%BA%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaq2b4pz4gvy,,,未着手,,,
IND-0086,C,三生運輸株式会社,地方企業,運送,三重県,四日市市内堀町,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E4%B8%89%E7%94%9F%E9%81%8B%E8%BC%B8%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa4y8qjddr68,,,未着手,,,
IND-0087,C,株式会社トーマ東海,地方企業,運送,三重県,松阪市小野江町,1,1,要確認,2026-06-12,2026-06-12,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%88%E3%83%BC%E3%83%9E%E6%9D%B1%E6%B5%B7%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aatlfdxq6vvf,,,未着手,,,
IND-0088,C,株式会社日本陸送,全国大手,運送,三重県,いなべ市北勢町,1,1,要確認,2026-08-01,2026-08-01,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%97%A5%E6%9C%AC%E9%99%B8%E9%80%81%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aarqzwspwyv7,,,未着手,,,
IND-0089,C,株式会社三永,地方企業,アミューズメント,山口県,山陽小野田市南中川,1,1,要確認,2026-05-26,2026-05-26,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E4%B8%89%E6%B0%B8%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aajhdvtdr4v4,,,未着手,,,
IND-0090,C,炉端とおでん呼炉凪来,地方企業,飲食,岩手県,盛岡市大通,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,要確認,https://www.google.com/search?q=%22%E7%82%89%E7%AB%AF%E3%81%A8%E3%81%8A%E3%81%A7%E3%82%93%E5%91%BC%E7%82%89%E5%87%AA%E6%9D%A5%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aagmzrkkzrsb,,,未着手,,,
IND-0091,C,株式会社KYコーポレーション,地方企業,飲食,岩手県,雫石町板橋,1,1,要確認,2026-08-06,2026-08-06,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEKY%E3%82%B3%E3%83%BC%E3%83%9D%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aacqrcmn86hj,,,未着手,,,
IND-0092,C,メディカル・ケア・サービス北海道株式会社,全国大手,介護,北海道,札幌市福住三条,1,1,要確認,2026-08-06,2026-08-06,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E3%83%A1%E3%83%87%E3%82%A3%E3%82%AB%E3%83%AB%E3%83%BB%E3%82%B1%E3%82%A2%E3%83%BB%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%E5%8C%97%E6%B5%B7%E9%81%93%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aad9tx6bvjml,,,未着手,,,
IND-0093,C,株式会社創生事業団,地方企業,介護,北海道,札幌市大通東,1,1,要確認,2026-07-26,2026-07-26,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%89%B5%E7%94%9F%E4%BA%8B%E6%A5%AD%E5%9B%A3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aahgvvssvdjh,,,未着手,,,
IND-0094,C,株式会社輝,地方企業,介護,北海道,札幌市八軒六条西,1,1,要確認,2026-07-26,2026-07-26,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E8%BC%9D%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aavhl6v4fqlb,,,未着手,,,
IND-0095,C,株式会社二幸,地方企業,介護,北海道,札幌市北十八条西,1,1,要確認,2026-07-23,2026-07-23,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E4%BA%8C%E5%B9%B8%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aav9vg9lkqff,,,未着手,,,
IND-0096,C,社会福祉法人友和会,地方企業,介護,北海道,旭川市東光十七条,1,1,要確認,2026-07-26,2026-07-26,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E7%A4%BE%E4%BC%9A%E7%A6%8F%E7%A5%89%E6%B3%95%E4%BA%BA%E5%8F%8B%E5%92%8C%E4%BC%9A%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aavm9vcjs8nz,,,未着手,,,
IND-0097,C,株式会社ケアネット徳洲会,全国大手,介護,北海道,札幌市月寒東三条,1,1,要確認,2026-05-31,2026-05-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B1%E3%82%A2%E3%83%8D%E3%83%83%E3%83%88%E5%BE%B3%E6%B4%B2%E4%BC%9A%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aan6zz8hv8cz,,,未着手,,,
IND-0098,C,有限会社ライフアート,地方企業,介護,北海道,札幌市北郷五条,1,1,要確認,2026-08-05,2026-08-05,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E3%83%A9%E3%82%A4%E3%83%95%E3%82%A2%E3%83%BC%E3%83%88%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaf8q2jlfttv,,,未着手,,,
IND-0099,C,株式会社KOTIフーズ,地方企業,飲食,広島県,広島市広島駅,1,1,要確認,2026-07-20,2026-07-20,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEKOTI%E3%83%95%E3%83%BC%E3%82%BA%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aan8j2rb88nc,,,未着手,,,
IND-0100,C,株式会社Key table,地方企業,飲食,広島県,広島市立町,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEKey%20table%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aabqr8ylqr9j,,,未着手,,,
IND-0101,C,株式会社パブリック,地方企業,飲食,広島県,広島市大須賀町,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%91%E3%83%96%E3%83%AA%E3%83%83%E3%82%AF%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaw4rdgklw44,,,未着手,,,
IND-0102,C,株式会社十徳,地方企業,飲食,広島県,広島市松原町,1,1,要確認,2026-08-03,2026-08-03,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%8D%81%E5%BE%B3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aaw797pqwwt8,,,未着手,,,
IND-0103,C,株式会社ビストロプラス,地方企業,飲食,広島県,広島市袋町,1,1,要確認,2026-08-03,2026-08-03,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%93%E3%82%B9%E3%83%88%E3%83%AD%E3%83%97%E3%83%A9%E3%82%B9%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aalc6kzbmpz6,,,未着手,,,
IND-0104,C,有限会社たんぽぽ運送,地方企業,運送,熊本県,宇城市豊野町糸石,1,1,要確認,2026-07-31,2026-07-31,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E3%81%9F%E3%82%93%E3%81%BD%E3%81%BD%E9%81%8B%E9%80%81%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aagsmjvgr7by,,,未着手,,,
IND-0105,C,南九州福山通運株式会社,全国大手,運送,熊本県,熊本市東区小山,1,1,要確認,2026-08-03,2026-08-03,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E5%8D%97%E4%B9%9D%E5%B7%9E%E7%A6%8F%E5%B1%B1%E9%80%9A%E9%81%8B%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa7sdkgd92xc,,,未着手,,,
IND-0106,C,株式会社F.Tamaya,地方企業,運送,熊本県,山鹿市方保田,1,1,要確認,2026-05-27,2026-05-27,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEF.Tamaya%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aas9vnm9gdwt,,,未着手,,,
IND-0107,C,株式会社平島,地方企業,運送,熊本県,御船町,1,1,要確認,2026-06-19,2026-06-19,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%B9%B3%E5%B3%B6%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aa7y67j7kmjh,,,未着手,,,
IND-0108,C,株式会社アコンプリシー,地方企業,介護,香川県,観音寺市豊浜町姫浜,1,1,要確認,2026-06-15,2026-06-15,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A2%E3%82%B3%E3%83%B3%E3%83%97%E3%83%AA%E3%82%B7%E3%83%BC%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aadtksyhh7cp,,,未着手,,,
IND-0109,C,株式会社ケアライン,地方企業,介護,香川県,高松市林町,1,1,要確認,2026-06-17,2026-06-17,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B1%E3%82%A2%E3%83%A9%E3%82%A4%E3%83%B3%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aax6wrspkyfk,,,未着手,,,
IND-0110,C,株式会社エム・シー・エス四国,地方企業,介護,香川県,高松市成合町,1,1,要確認,2026-08-02,2026-08-02,0,10万円未満の可能性,40,,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A8%E3%83%A0%E3%83%BB%E3%82%B7%E3%83%BC%E3%83%BB%E3%82%A8%E3%82%B9%E5%9B%9B%E5%9B%BD%22%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B,https://to.indeed.com/aagb448hwjr4,,,未着手,,,
